id_item,price,info,fullname,gb_link,gb_info
30758,"5ml / 31,000",보이는 그대로의 발색과 밀착력 있는 텍스처는 그라데이션 립부터 풀 립까지 다양한 연출을 쉽게 만들어 줍니다.,맥 레트로 매트 리퀴드 립칼라 TO MATTE WITH LOVE (투 매트 위드 러브),http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=30778&TipSeq=42636,[2016.02.03] 1화 Ⅲ. mc들이 선택한 2016 뉴 뷰티 아이템!
32483,2.8g / 35000,초보자들도 쉽게 사용할 수 있도록 나온 듀얼 펜 타입의 브로우,블링썸 듀얼 퍼펙션 잉크브로우 #다크브라운,,
29706,"9.6g / 48,000","진화된 아이 메이크업을 위한 인텔리전트 아이섀도우 팔레트. VDL과 PANTONE™이 2015년 아시아 여성들을 위해 엄선한 열 두 개의 아이 컬러가 당신의 메이크업을 더욱 편리하고, 스마트하고, 아름답게 업그레이드합니다",브이디엘 엑스퍼트 컬러 아이북 6.5 (no. 1),http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29730&TipSeq=37651,[2015.04.08] 10화 Ⅴ. 수분을 지켜주는 킬미힐미 메이크업
18876,"150ml / 17,000","알로에 성분이 수분을 공급하고 카모마일 성분이 유해 환경으로부터 피부 보호 및 진정 효과를 주며, 메이크업을 빠르고 부드럽게 지우는 동시에 눈에 친홪거으로 개선된 포뮬러로 민감한 눈가와 입가에 걱정 없이 사용할 수 있습니다.",라네즈 립&아이 리무버 워터프루프,,
27645,"4.5g / 32,000원",- 새로운 디자인의 패키지에 담긴 피그먼트. 피부 밀착력이 높은 고농축 루즈 컬러 파우더,맥 피그먼트 - spakles,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29393&TipSeq=36529,[2012.09.12] 32화 Ⅲ. 제형+제형을 활용한 메이크업
26830,"100ml / 68,000","잔여물을 남기지 않으면서 영양을 공급하고 컨디셔닝, 스타일링, 마무리 등에 다용도로 사용될 수 있는 헤어 오일 제품",모로칸오일 트리트먼트,,
29705,"1.3ml / 16,000",필름 타입의 워터프루프 포뮬러로 오랫동안 번짐없이 또렷한 눈매를 유지,클리오 워터프루프 턴라이너 트위스턴 (9호 B.블러디),http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29730&TipSeq=37651,[2015.04.08] 10화 Ⅴ. 수분을 지켜주는 킬미힐미 메이크업
26829,"100ml / 68,000원",-매우 가벼운 느낌의 포뮬라<br/>-윤기회복<br/>-모발강화 및 컨디셔닝<br/>-드라이 시간단축,모로칸오일 라이트 오일 트리트먼트,,
28829,"3.4g / 35,000","캐시미어 처럼 부드럽고 가벼운 텍스쳐로 입술을 물들이는 크림처럼 부드러운 질감과 틴트의 지속력, 립스틱의 선명한 발색까지- 다양한 립제품의 매력을 다양하게 갖춘 크리미 틴트 립스틱.",슈에무라 루즈 언리미티드 슈프림 마뜨 크리미틴트,,
32597,"10ml / 45,000",생기있는 입술과 볼을 위한 장미빛 틴트,베네피트 베네틴트,,
27980,"15ml / 26,100원",뻥 뚫린 모공을 포토샵 한 것처럼 싹 매끈 달걀피부로 표현해주는 프라이머,비알티씨 포어 매직 프라이머,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29410&TipSeq=36634,[2013.03.06] 2화 Ⅳ. 조명발 (2) - 슬라이딩 터치 피부관리법
27644,"2g / 9,000원",- 입술에 영양과 수분을 공급하는 에센스 성분이 함유되어 촉촉하고 부드럽게 발리며 입술의 편안함이 오래가는 에센스 인 립스틱입니다.,에뛰드하우스 디어 마이 에센스 인 립스톡 - EPK004,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29392&TipSeq=36523,[2012.09.05] 31화 Ⅲ. 다코타 로즈의 SELF 바비 인형 메이크업
18866,"145ml / 18,000","위치하젤 성분이 함유되어 민감한 피부에도 마일드하게 사용할 수 있는 고보습 토너이며, 영양 캡슐이 터지면서 피부에 풍부한 영양감을 주는 고영양 토너",토니모리 플로리아 뉴트라 에너지 토너,,
30757,"5ml / 31,000",보이는 그대로의 발색과 밀착력 있는 텍스처는 그라데이션 립부터 풀 립까지 다양한 연출을 쉽게 만들어 줍니다.,맥 레트로 매트 리퀴드 립칼라 RICH & RESTLESS (리치 앤 레스트레스),,
26756,"2g / 29,000",섬세한 눈썹을 위한 펜슬 타입 아이 브로우 제품,슈에무라 하드포뮬라 (사운드 블랙),http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29358&TipSeq=36034,[2011.11.30] 44화 Ⅰ. 브론즈 메이크업
32596,"9ml / 4,000",과일처럼 상큼한 생기를 더해주는 틴트,이니스프리 에코 후르츠 틴트 #1호 체리,,
27106,,"르네휘테르 카리테 건성 나리싱 크림 (100ml / 38,000원)<br> 카리테 버터 성분이 풍부하게 함유되어 건조한 머리카락 끝부분을 튼튼하게 만들어 주며 모발에 무거움을 주지 않으면서 활력과 윤기, 부드러움을 선사<br><br> 르네휘테르 카리테 리페어링 세럼 (30ml / 76,000원)<br> 20% 농축된 씨어 오일이 손상되고 갈라진 모발 끝에 집중적인 영양을 공급하여 매우 건조하고 손상이 심한 모발 끝에 풍부한 영양과 윤기, 부드러움을 선사하는 파이널 리페어링 세럼.",르네휘테르 카리테 건성 나리싱 크림 & 카리테 리페어링 세럼,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29323&TipSeq=36273,[2011.03.30] 9화 Ⅲ. 뷰티블로거들의 헤어스타일링 대결
27979,"15ml / 7,000원",1. 호호바 비드와 비즈 알갱이가 매끄러운 입술로 2. 은행잎 추출물과 영양성분이 혈색있는 아름다운 입술빛으로 3. 올리브오일과 라임이 생기있고 매력있는 입술로,이글립스 졸리베베 립 폴리쉬,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29410&TipSeq=36635,[2013.03.06] 2화 Ⅴ. 조명발 (3) - 자체발광 메이크업
26755,"1.5g / 10,000",카트린만의 세련된 컬러가 주는 매혹! 천연 성분으로 피부 수분까지 지켜주는 색조 메이크업,카트린 천연미네랄 아이섀도우,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29353&TipSeq=36062,[2011.10.26] 39화 Ⅱ. 수분 꽉꽉 메이크업 - 색조
29704,"50ml / 18,700",수분 부족으로 무너진 피부 장벽을 강화하여 피부 기초 부터 탄탄하게 다져줌,보(boh) 하이드라 톤업 워터락 크림,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29730&TipSeq=37650,[2015.04.08] 10화 Ⅳ. 건성vs지성 맞춤 수분케어 TIP
18864,"80ml / 7,500",수분공급뿐만 아니라 빠르게 흡수되어 번들거림과 뭉침없이 처음 그대로의 메이크업을 고정시켜주는 보송보송 메이크업 픽서,토니모리 미네랄 스킨-핏 메이크업 픽서,http://getitbeauty.m.tving.com/VOD/SELFView/35759,겟잇뷰티 SELF < 첫 인상과 이미지를 결정하는 증명사진 메이크업 >
30756,"5ml / 31,000",보이는 그대로의 발색과 밀착력 있는 텍스처는 그라데이션 립부터 풀 립까지 다양한 연출을 쉽게 만들어 줍니다.,맥 레트로 매트 리퀴드 립칼라 PERSONAL STATEMENT (퍼스널 스테이트먼트),,
18801,"50ml / 27,000",건조해지고 메마르고 불편한 느낌없이 수분크림 같은 보습감으로 BB크림 답게 편안한 피부를 유지하면서 메이크업 할 수 있습니다.,리오엘리 워터 드롭 비비크림(SPF27 PA++),http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29384&TipSeq=36472,[2012.07.11] 23화 Ⅳ. 결승전 - 아티스트 메이크업
28828,"11g / 32,000",늘어나며 붙는 거미줄 원리로 길어보이는 입체 속눈썹 연출 마스카라,조성아22 동공미인 검X 마스카라,,
27105,"9.8ml / 25,000",14일 동안 지속되는 네일 칼라.,CND 셸락 유브이 칼라,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29323&TipSeq=36272,[2011.03.30] 9화 Ⅱ. 뷰티블로거들의 네일아트 대결
30755,"5ml / 31,000",보이는 그대로의 발색과 밀착력 있는 텍스처는 그라데이션 립부터 풀 립까지 다양한 연출을 쉽게 만들어 줍니다.,맥 레트로 매트 리퀴드 립칼라 FEELS SO GRAND (필 소 그랜드),http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=30778&TipSeq=42636,[2016.02.03] 1화 Ⅲ. mc들이 선택한 2016 뉴 뷰티 아이템!
32481,0.10kg / 6900,베이지 컬러의 섀도우,컬러팝 super shock shadow #GLOW,,
27281,"3.5g / 58,000",- Baked powder 기술로 탄생한 새로운 포뮬라로 뛰어난 발색력과 지속력을 자랑합니다. - 6가지의 다양한 컬러가 자유와 낭만을 꿈꾸는 듯한 보헤미안의 신비스러운 눈매를 연출해 줍니다.,메이크업포에버 라보헴 아이섀도우 팔레트,http://getitbeauty.m.tving.com/VOD/SELFView/35742,겟잇뷰티 SELF < 나만의 FAKE 화장법 >
27978,"15ml / 8,000원",1. 시어버터와 알로에성분이 부드럽고 건강한 입술로 2. 천연오일성분이 촉촉하고 윤기있는 입술로 3. 촉촉한 푸딩 글로스 타입으로 탐스럽고 매력 있는 입술로,이글립스 졸리베베 립 트리트먼트,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29410&TipSeq=36635,[2013.03.06] 2화 Ⅴ. 조명발 (3) - 자체발광 메이크업
27104,"- / 154,000","세련된 디자인으로 소장 가치가 있고 활용도가 뛰어난 휴대용 브러쉬 세트로 블러셔브러쉬, 파운데이션 브러쉬, 스몰섀도우 브러쉬, 아이브로우 브러쉬, 아이라이너 브러쉬, 립 브러쉬 6가지의 꼭 필요한 브러쉬들로 구성.",고원혜 이지고 브러쉬세트,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29323&TipSeq=36271,[2011.03.30] 9화 Ⅰ. 뷰티블로거들의 메이크업 대결
28827,"3개 1세트 / 24,000",366시간 숙성된 천연추출물로 퓨어한 고 보습 효과까지 느낄 수 있는 천연에너지 코튼,조성아22 빌라드 가든 쥬이시 코튼 (울랄라),,
29703,"150ml / 60,000",하루 동안 피부에 필요한 에너지를 매일 충전하여 투명하고 생기 넘치는 피부로 회복시켜주는 에센스,헤라 셀 에센스,,
32282,9.2ml / 12000,"NO.1 볼륨 마스카라 매그넘, 바비를 만나다! 바비 인형 속눈썹처럼 길고 촘촘한 래쉬를 만들어 주는 워터프루프 볼륨 마스카라",메이블린 뉴욕 볼륨 익스프레스 매그넘 바비 마스카라,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=32240&TipSeq=51124,[2017.04.23] 10화 Ⅳ. 세젤세영 메이크업
26754,"3.5g / 9,900",색소까지도 자연유래 미네랄 자체의 색상으로 화사하면서도 입체감있는 피부 윤곽을 표현해주고 인위적이지 않게 자연스럽고 세련된 색감을 표현해주는 미네랄 블러셔,카트린 매직 블루밍 미네랄,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29353&TipSeq=36062,[2011.10.26] 39화 Ⅱ. 수분 꽉꽉 메이크업 - 색조
27977,"5.5g / 49,000원",벨벳 느낌의 크리미한 텍스쳐는 피부에 닿는 순간 파우더의 느낌으로 변신하고 전혀 끈적이지 않는 마법같은 텍스쳐의 크림 블러셔,입생로랑 크림드 블러쉬,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29417&TipSeq=36686,[2013.04.24] 9화 Ⅵ. 잠자는 숲 속의 공주 메이크업
32595,"9g / 4,000",상큼한 과일을 머금은 듯 톡톡 터지는 후르츠 워터 틴트,에뛰드하우스 디어 달링 워터 틴트 #2호 체리에이드,,
29702,"5ea / 25,000","한 번에 미백과 보습, 브이라인, 주름, 탄력까지 다섯 가지 효과를 주는 인기 마스크 팩",후즈후 올인원 듀얼 마스크,,
30155,"2.5g / 34,000",실크 느낌의 매트하고 자연스러운 색상의 아이 섀도우,바비 브라운 아이섀도우 (토프),http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=30165&TipSeq=39613,[2015.08.05] 25화 Ⅲ.. 불꽃튀는 한 판 대결! EYE 대첩 2 - 손대식
32479,0.08g / 7500,정교하고 섬세한 1.5mm 라인으로 또렷하고 선명한 눈매를 연출해주는 슈퍼 슬림 라이너,에뛰드하우스 슈퍼 슬림 프루프 펜슬 라이너 #트임 베이지,,
29700,"1ea / 5,000","코코넛을 이용해 만든 조밀한 원단이 피부에 편안하게 밀착되며, 강한 보습력으로 매끈하고 밀도 있는 피부로 케어해 줌",바닐라코 브이브이 엘라스틱 바이오 셀룰로오스 마스크 시트,,
27975,"4.8g / 38,000원",Brand : 나스(NARS),나스 블러셔,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29409&TipSeq=36626,[2013.02.27] 1화 Ⅰ.별자리 뷰티 - 연애운
30154,"25ml / 160,000","자연스러운 광채가 피부 안에서부터 발하며, 뛰어난 보습 효과는 하루 종일 도자기처럼 윤기나는 피부로 가꾸어 줌",끌레드뽀 보떼 뗑 나뛰렐 사티네,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=30165&TipSeq=39615,[2015.08.05] 25화 Ⅳ. 불꽃튀는 한 판 대결! EYE 대첩 2 - 박태윤
32478,2g / 9800,컬러 포인트로 화사한 눈매 연출 가능한 시크한 무광의 워터프루프 리퀴드 라이너,미샤 리얼프루프 컬러 픽스 라이너 #매트 브라운,,
27974,6.5ml / 35.000원,뭉치거나 번지지 않고 오래 지속되는 효과가 있는 바비 브라운의 혁신적인 마스카라,바비 브라운 노스머지 블랙,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29419&TipSeq=36700,[2013.05.08] 11화 Ⅳ. 스피드 핑거 메이크업
29699,"3ea / 60,000",실제 다이아몬드가 함유된 마스크로 얼굴 각질을 즉각적으로 진정시켜줌,제몰로지 다이아몬드 마스크,,
27280,"30ml / 75,000","12시간 이상 완벽한 피부 표현을 유지시켜 주는 신개념의 롱웨어 파운데이션. 차별화된 젤 베이스의 포뮬라는 놀라울 정도로 가볍고 촉촉해서, 피부에 편안함과 자연스러운 커버를 동시에 제공해 줍니다.",바비 브라운 롱웨어 이븐 피니시 파운데이션 SPF15,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29388&TipSeq=36496,[2012.08.08] 27화 Ⅲ. 섹시녀를 청순하게! 첫사랑 메이크업
32281,2g / 3500,태양에 잘 익은 코코넛 껍질처럼 단단한 브라운 음영컬러,에뛰드하우스 룩 앳 마이 아이즈 카페 #BR407 해변에선 코코넛,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=32240&TipSeq=51124,[2017.04.23] 10화 Ⅳ. 세젤세영 메이크업
26753,"7g / 28,000","피부에 크리미하게 착 감기듯 밀착되는 매직같은 파운데이션. 식약청으로부터 인정받은 자외선 A, B차단(SPF30/PA+++)으로 자외선으로부터 피부를 보호하며, 자연유래광물 99%이 하루종일 미네랄팩을 한듯 촉촉하고 화사한 피부로 표현해드립니다.",카트린 매직커버링 미네랄 파운데이션,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29353&TipSeq=36061,[2011.10.26] 39화 Ⅰ. 수분 꽉꽉 메이크업 - 기초 & Face
32280,2.6g / 8000,"눈가에 깃털처럼 가볍게 밀착되고, 자연스러운 음영감을 표현해주는 매트 타입 아이섀도우",투쿨포스쿨 글램락 어반 섀도우 #18호 진저티,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=32240&TipSeq=51124,[2017.04.23] 10화 Ⅳ. 세젤세영 메이크업
27103,"3g / 29,000",다양한 텍스처와 컬러로 매력적인 입술을 연출해 주는 립스틱.,맥 립스틱 (스놉),http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29327&TipSeq=36153,[2011.04.27] 13화 Ⅳ. 쿨톤 컬러 메이크업
26752,"125ml / 69,000",빙하와 사막 식물 추출물을 함유해 24시간 뛰어난 보습효과의 수분 크림 제품. 가벼운 질감으로 남녀노소 및 모든 피부 타입 사용 가능하며 키엘의 베스트 셀러 수분크림 제품으로 보습막을 형성하여 수분 손실을 막아주고 식물성 보습 성분으로 피부 본래의 균형 회복을 도와준다.,키엘 울트라 훼이셜 크림 점보 리미티드 에디션,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29353&TipSeq=36061,[2011.10.26] 39화 Ⅰ. 수분 꽉꽉 메이크업 - 기초 & Face
